timestamp,year,month,day,hour,min,sec,valid_flags,num_sats,lon,lat,height,height_msl,accuracy_horiz,accuracy_vertical,vel_north,vel_east,vel_down,ground_speed,hdg,accuracy_speed,accuracy_hdg
4017206821,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850089,0,0,0,0,0,403.239,18000
4017314294,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850097.25,0,0,0,0,0,403.244,18000
4017415395,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850105.25,0,0,0,0,0,403.25,18000
4017514405,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850113.25,0,0,0,0,0,403.255,18000
4017613405,2024,2,11,17,25,48,3,0,0,0,0,-17,4294967.5,3850121.25,0,0,0,0,0,403.260,18000
4017746090,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850129.25,0,0,0,0,0,403.265,18000
4017804917,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850137.25,0,0,0,0,0,403.269,18000
4017905188,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850145.25,0,0,0,0,0,403.274,18000
4018014725,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850153.5,0,0,0,0,0,403.279,18000
4018108463,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850161.5,0,0,0,0,0,403.285,18000
4018201882,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850169.5,0,0,0,0,0,403.290,18000
4018301227,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850177.75,0,0,0,0,0,403.295,18000
4018405492,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850185.75,0,0,0,0,0,403.299,18000
4018504502,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850193.75,0,0,0,0,0,403.304,18000
4018606369,2024,2,11,17,25,49,3,0,0,0,0,-17,4294967.5,3850201.75,0,0,0,0,0,403.309,18000
4018736186,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850209.75,0,0,0,0,0,403.315,18000
4018790659,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850217.75,0,0,0,0,0,403.320,18000
4018905496,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850225.75,0,0,0,0,0,403.325,18000
4019127615,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850242,0,0,0,0,0,403.334,18000
4019186696,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850250,0,0,0,0,0,403.338,18000
4019301219,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850258,0,0,0,0,0,403.343,18000
4019398137,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850266.25,0,0,0,0,0,403.348,18000
4019491868,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850274.25,0,0,0,0,0,403.354,18000
4019590871,2024,2,11,17,25,50,3,0,0,0,0,-17,4294967.5,3850282.25,0,0,0,0,0,403.359,18000
4019725718,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850290.25,0,0,0,0,0,403.364,18000
4019783619,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850298.25,0,0,0,0,0,403.368,18000
4019895277,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850306.5,0,0,0,0,0,403.373,18000
4019993298,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850314.5,0,0,0,0,0,403.378,18000
4020091213,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850322.5,0,0,0,0,0,403.384,18000
4020179667,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850330.5,0,0,0,0,0,403.389,18000
4020283946,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850338.5,0,0,0,0,0,403.394,18000
4020377681,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850346.5,0,0,0,0,0,403.398,18000
4020476693,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850354.75,0,0,0,0,0,403.403,18000
4020567657,2024,2,11,17,25,51,3,0,0,0,0,-17,4294967.5,3850362.5,0,0,0,0,0,403.408,18000
4020709368,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850370.75,0,0,0,0,0,403.414,18000
4020773717,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850379,0,0,0,0,0,403.419,18000
4020872720,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850387,0,0,0,0,0,403.424,18000
4020971739,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850395,0,0,0,0,0,403.428,18000
4021070751,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850403,0,0,0,0,0,403.433,18000
4021169756,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850411,0,0,0,0,0,403.438,18000
4021268767,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850419.25,0,0,0,0,0,403.444,18000
4021367778,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850427.25,0,0,0,0,0,403.449,18000
4021488973,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850435.25,0,0,0,0,0,403.453,18000
4021557177,2024,2,11,17,25,52,3,0,0,0,0,-17,4294967.5,3850443.25,0,0,0,0,0,403.458,18000
4021690199,2024,2,11,17,25,53,3,0,0,0,0,-17,4294967.5,3850451.25,0,0,0,0,0,403.463,18000
4021756312,2024,2,11,17,25,53,3,0,0,0,0,-17,4294967.5,3850459.25,0,0,0,0,0,403.467,18000
4021863694,2024,2,11,17,25,53,3,0,0,0,0,-17,4294967.5,3850467.5,0,0,0,0,0,403.472,18000
4021955321,2024,2,11,17,25,53,3,0,0,0,0,-17,4294967.5,3850475.5,0,0,0,0,0,403.477,18000
